title,data,autor,conteudo,tags,Link 
 Lady Whistledown de “Bridgerton” existiu? Conheça história das colunas de fofoca , 01/06/2024 às 00:01 ,Fernanda Pinottida CNN,"Como a série “Bridgerton”, sucesso da Netflix, mostra bem, há séculos que a fofoca tem sido um dos maiores passatempos dos seres humanos.
As colunas dedicadas a acompanhar cada passo das celebridades podem ter ganhado uma nova cara com a internet, mas nossa curiosidade em relação à vida dos outros é tão antiga quanto pode ser.
Até hoje, a monarquia britânica toma conta das manchetes de todo o mundo com qualquer desentendimento ou polêmica que ronde a família. E é assim há mais de um século.
 Leia mais 
Mas a partir de que momento o boca-a-boca deixou de ser suficiente e a fofoca ganhou os contornos de uma profissão com as colunas impressas em jornais? Folhetins como os de Lady Whistledown realmente existiam, expondo os detalhes da vida privada da sociedade inglesa?
O início das colunas de fofoca se confunde com o início da impressão em massa de jornais. Existem registros de fofocas publicadas em jornais de Londres desde o século 17, mas foi no século 18 que as colunas de fofoca passaram a circular em toda a sociedade da Europa.
Ao longo do século 19 — período no qual “Bridgerton” se passa –, a circulação de jornais, revistas e panfletos já era bem comum, e a maior parte deles possuía uma sessão dedicada à vida e às intrigas da alta sociedade.
“Fofocas e escândalos faziam parte das notícias da época”, explicou Hannah Greig, a conselheira histórica de “Bridgerton”, em entrevista à produtora Shondaland.
Esse “boom” das colunas de fofoca na Inglaterra aconteceu por dois principais motivos: a impressão em massa havia se tornado tão acessível que cada cidade passou a produzir seus jornais locais, e as leis de difamação se tornaram bem mais flexíveis durante o período da Regência Britânica.
“O controle da cultura impressa mudou [no século 18]. Houve uma explosão massiva da cultura jornalística, da publicação de panfletos – era basicamente um mundo de papel. E você precisava de informações para imprimir. Foi uma espécie de apogeu jornalístico”, acrescentou Greig.
Para a historiadora, “a conduta dos membros da elite foi escrutinada pela imprensa da mesma forma que hoje comentamos o comportamento das celebridades”.
Segundo ela, quase todos os jornais diários de Londres da época publicavam colunas de fofoca. A partir de meados do século 18, periódicos mensais como The World, The Connoisseur e Le Bon Ton também passaram a dedicar parte do seu conteúdo a isso.
“Eles tinham como foco aventuras, condutas e tendências do mundo da moda”, disse Greig. “Para a revista Town and Country, os escândalos sexuais eram um grande negócio, com detalhes dos casos amorosos da alta sociedade publicados em um artigo mensal chamado ‘Tête-à-Tête’ durante as últimas décadas do século 18.”
Embora muitas colunas fossem assinadas, outras tantas eram anônimas, assim como a de Lady Whistledown. No entanto, um detalhe diferenciava os fofoqueiros da vida real e da ficção: eles não costumavam revelar com todas as letras os nomes de quem estava sendo falado.
“Os nomes reais dos indivíduos em questão eram substituídos por iniciais ou por um pseudônimo sugestivo, mas os artigos incluíam retratos dos protagonistas, e suas identidades eram facilmente determinadas pelo público que consumia as notícias”, explicou Greig.
Ela usou como exemplo um dos personagens da série: “Então, se fosse [sobre] Anthony Bridgerton, poderia aparecer na coluna de um escândalo como ‘o Visconde B.’ Seu nome completo não seria divulgado.”
Nesta mesma época, também começaram a se popularizar romances inspirados nos acontecimentos da vida da alta sociedade, com personagens e eventos da vida real baseando as histórias dos livros. “Extraídos da vida real, mas apresentados como ficção”, explicou a historiadora.
Desde então, sabemos que o interesse por colunas de fofoca apenas continuou, pulando das páginas de papel para a tela do computador e dos smartphones que carregamos no bolso hoje em dia.
Veja palácios e mansões de “Rainha Charlotte: Uma História Bridgerton”
"," #CNNPop , Bridgerton ",https://www.cnnbrasil.com.br/entretenimento/lady-whistledown-de-bridgerton-existiu-conheca-historia-das-colunas-de-fofoca/
" Quem é Sally Rooney, autora de best-sellers que viraram séries de TV ", 01/06/2024 às 00:01 ,Marina Toledoda CNN,"Muitos escritores demoram anos para obter sucesso. Lançam diversos livros até um vingar, vender milhares de cópias e publicar em outros países. Mas esse não foi o caso de Sally Rooney, que está prestes a lançar seu quarto livro e já foi indicada a diversos prêmios e teve duas obras adaptadas para a TV.
A autora irlandesa começou a escrever na adolescência e assinou contos e poesias em livros coletivos e revistas. Ela escreveu seu primeiro romance em 2017, intitulado “Conversas Entre Amigos”, quando estava terminando seu mestrado em literatura americana. A editora inglesa Faber & Faber comprou os direitos da obra e a publicou em 12 países.
O livro recebeu diversas indicações a prêmio e Rooney foi premiada como Jovem Escritor do Ano pelo Sunday Times. O romance foi bem recebido pela crítica e desde de seu lançamento já vendeu mais de 78 mil cópias, segundo a Vox.
 Leia Mais 
No ano seguinte, Rooney publicou seu maior sucesso, “Pessoas Normais”, que vendeu mais de um milhão de cópias ao redor do mundo e também lhe rendeu prêmios, como livro do ano no British Book Awards. A história de Connell e Marianne foi adaptada para TV e ganhou uma série em 2020, estrelada por Paul Mescal e Daisy Edgar-Jones.
A minissérie de 12 episódios recebeu uma aprovações de 91% da crítica especializada e 92% público no Rotten Tomatoes, principal agregador de crítica da web, além de ter sido indicada ao Emmy e Bafta, premiações de prestígio dos Estados Unidos e Reino Unido, respectivamente. Com isso, os produtores responsáveis decidiram também adaptar “Conversas Entre Amigos”, em 2022, que contou com Alison Oliver, Joe Alwyn e Jemima Kirke no elenco.
Já consolidada no mercado, Rooney lançou “Belo Mundo, Onde Você Está” em 2021, que se tornou um best-seller da Amazon ainda na pré-venda e integrou a lista do The New York Times. Ela lança seu quarto livro, “Intermezzo”, em setembro deste ano.
Chamada pelo The New Yorker como “a primeira grande autora da geração milennial”, a autora irlandesa escreve justamente sobre os dilemas de sua geração, da transição entre a adolescência e o mundo adulto.
“Um aspecto maravilhoso do romance consistentemente maravilhoso de Rooney é a clareza feroz com que ela examina a auto-ilusão que tantas vezes apodrece ao lado do suposto autoconhecimento”, escreveu a revista. 
Já o The Guardian destacou que Rooney “escreve muito bem sobre a condição de ser uma mulher jovem, talentosa, mas autodestrutiva, tanto na mentalidade quanto na fisicalidade”. 
“Ela está atenta às grades invisíveis que aprisionam os aparentemente livres”, definiu a publicação. "," #CNNPop , Literatura , Série ",https://www.cnnbrasil.com.br/entretenimento/quem-e-sally-rooney-autora-de-best-sellers-que-viraram-series-de-tv/
 Céu de junho traz conjunções entre astros celestes , 01/06/2024 às 00:01 ,Fernanda Pinottida CNN,"Para os observadores do céu noturno, o mês de junho chega trazendo diversas conjunções entre os corpos celestes.
Após meses agitados, com chuvas de meteoros, cometas e eclipses, aqueles que são apaixonados por astronomia terão se contentar com apreciar as conjunções entre os astros.
Uma conjunção ocorre quando dois ou mais corpos celestes aparecem bem próximos no céu — uma ilusão de ótica, já que eles seguem separados por milhares de quilômetros no espaço.
 Leia mais 
Geralmente as conjunções são observáveis a olho nu, e costumam render belas fotos astronômicas.
Além dos astros celestes, junho também marca o início de uma nova estação, com o Solstício de Inverno no hemisfério sul no dia 20, o dia mais curto do ano.
Veja abaixo os principais fenômenos astronômicos do mês de junho, de acordo com o guia de efemérides astronômicas do Observatório do Valongo, da Universidade Federal do Rio de Janeiro (UFRJ).
O guia de efemérides astronômicas é produzido desde 2016 pelo Observatório do Valongo, da UFRJ (Universidade Federal do Rio de Janeiro), e traz os principais fenômenos que podem ser vistos no céu noturno a cada ano.
Com o objetivo de resgatar o interesse pela contemplação celeste, o material lista mês a mês quais corpos celestes estarão visíveis e qual a melhor forma de procurá-los. Além de trazer explicações simples sobre astronomia.
O guia completo, com mapas do céu, pode ser baixado gratuitamente aqui.
Confira aqui aplicativos de astronomia para ajudar a localizar e acompanhar os fenômenos astronômicos no céu noturno."," Astronomia , Espaço , Estrelas , Lua , Planetas ",https://www.cnnbrasil.com.br/tecnologia/ceu-de-junho-traz-conjuncoes-entre-astros-celestes/
 Céu de junho traz conjunções entre astros celestes , 01/06/2024 às 00:01 ,Fernanda Pinottida CNN,"Para os observadores do céu noturno, o mês de junho chega trazendo diversas conjunções entre os corpos celestes.
Após meses agitados, com chuvas de meteoros, cometas e eclipses, aqueles que são apaixonados por astronomia terão se contentar com apreciar as conjunções entre os astros.
Uma conjunção ocorre quando dois ou mais corpos celestes aparecem bem próximos no céu — uma ilusão de ótica, já que eles seguem separados por milhares de quilômetros no espaço.
 Leia mais 
Geralmente as conjunções são observáveis a olho nu, e costumam render belas fotos astronômicas.
Além dos astros celestes, junho também marca o início de uma nova estação, com o Solstício de Inverno no hemisfério sul no dia 20, o dia mais curto do ano.
Veja abaixo os principais fenômenos astronômicos do mês de junho, de acordo com o guia de efemérides astronômicas do Observatório do Valongo, da Universidade Federal do Rio de Janeiro (UFRJ).
O guia de efemérides astronômicas é produzido desde 2016 pelo Observatório do Valongo, da UFRJ (Universidade Federal do Rio de Janeiro), e traz os principais fenômenos que podem ser vistos no céu noturno a cada ano.
Com o objetivo de resgatar o interesse pela contemplação celeste, o material lista mês a mês quais corpos celestes estarão visíveis e qual a melhor forma de procurá-los. Além de trazer explicações simples sobre astronomia.
O guia completo, com mapas do céu, pode ser baixado gratuitamente aqui.
Confira aqui aplicativos de astronomia para ajudar a localizar e acompanhar os fenômenos astronômicos no céu noturno."," Astronomia , Espaço , Estrelas , Lua , Planetas ",https://www.cnnbrasil.com.br/tecnologia/ceu-de-junho-traz-conjuncoes-entre-astros-celestes/
 Onde termina a Terra e começa o espaço? Conheça a linha de Kármán , 01/06/2024 às 00:01 ,Fernanda Pinottida CNN,"Na corrida pelo turismo espacial, todos os bilionários têm o mesmo destino: para cima. Mas o quão para cima? Isso depende de quem dará a resposta.
O limite estabelecido para afirmar que alguém deixou a Terra e adentrou o espaço sideral não é claro nem bem definido, mas se convencionou chamá-lo de linha de Kármán.
O nome vem do engenheiro e físico húngaro-americano Theodore von Kármán, que trabalhava com engenharia de foguetes e procurou descobrir em que altura, a partir da superfície terrestre, as aeronaves não precisavam mais contar com a força do lançamento para permanecerem suspensas no céu.
Embora Kármán nunca tenha publicado seu trabalho, seus cálculos foram utilizados posteriormente e a linha que passou a delimitar o início do espaço foi batizada em sua homenagem.
 Leia mais 
No entanto, a definição da linha de Kármán costuma flutuar entre 80 km e 100 km a partir da Terra, sem que um consenso tenha sido estabelecido oficialmente.
A atmosfera terrestre não acaba de maneira repentina e a densidade do ar em uma mesma altura varia ao longo do tempo, portanto não é possível definir cientificamente com precisão onde o espaço começa.
No início dos anos 1960, a Força Aeronáutica Internacional (FAI) adotou como padrão o limite de 100 km para o início do espaço. No entanto, a Nasa e a Força Aérea dos Estados Unidos costumam adotar o limite de 80 km. A linha acabou virando uma convenção para separar assuntos de aeronáutica e de astronáutica.
O debate entre qual altura estaria mais “correta” se intensificou nos últimos anos com a nova corrida espacial privada entre bilionários. A variação da linha de Kármán poderia mudar as condições que definem quem já esteve no espaço ou não.
Em 2018, a própria FAI emitiu um comunicado dizendo que “análises publicadas recentemente apresentam argumentos científicos convincentes para a redução da altitude de 100 km para 80 km” e que pretendia estudar melhor e debater a possível mudança com a Federação Internacional Astronáutica.
A maior parte dos países segue adotando o limite de 100 km.
Por que os bilionários apostam na exploração do espaço?
"," Aeronáutica , Astronautas , Corrida espacial , Espaço , Foguete ",https://www.cnnbrasil.com.br/tecnologia/onde-termina-a-terra-e-comeca-o-espaco-conheca-a-linha-de-karman/
" Apuração na África do Sul: partido do Mandela tem 40,98% dos votos ", 31/05/2024 às 22:23 ,Da Reuters,"O Congresso Nacional Africano (ANC), que governa a África do Sul, teve 40,98% dos votos depois da comissão eleitoral ter divulgado os resultados de 91,62% das assembleias de voto na noite desta sexta-feira (31).
Em atualização.
 Leia Mais "," África do Sul , Eleições ",https://www.cnnbrasil.com.br/internacional/apuracao-na-africa-do-sul-partido-do-mandela-tem-4098-dos-votos/
 China diz que não participará da conferência de paz na Suíça sobre Ucrânia , 31/05/2024 às 22:12 ,Laurie ChenLaurie Chenda Reuters,"A China não participará de uma conferência de paz sobre a Ucrânia na Suíça no próximo mês, disse o Ministério das Relações Exteriores da China nesta sexta-feira (31), confirmando um relatório exclusivo da Reuters.
A Suíça procura uma participação ampla de diferentes partes do mundo para a reunião de meados de junho, que espera que estabeleça as bases para um processo de paz na Ucrânia.
Moscou não foi convidada e considera as negociações sem sentido sem a sua participação.
 Leia Mais 
 
 
“Os preparativos para a reunião ainda estão muito aquém dos pedidos da China e das expectativas gerais da comunidade internacional, tornando difícil a participação da China”, disse o porta-voz do Ministério das Relações Exteriores da China, Mao Ning.
“A China sempre insistiu que uma conferência internacional de paz deveria ser apoiada tanto pela Rússia como pela Ucrânia, com a participação igual de todas as partes, e que todas as propostas de paz deveriam ser discutidas de forma justa e igualitária. Caso contrário, será difícil para ela desempenhar um papel substantivo na restauração da paz.”, acrescentou.
A China informou esta semana a alguns diplomatas que recusou o convite, dizendo que as suas condições não foram cumpridas, disseram quatro fontes à Reuters anteriormente.
As condições incluíam que a conferência fosse reconhecida tanto pela Rússia como pela Ucrânia, deveria haver participação igualitária de todas as partes e uma discussão justa de todas as propostas, disse uma das fontes.
“Lamentamos muito que o lado chinês não aproveite a oportunidade para apresentar a sua posição na plataforma da Cimeira na Suíça”, disse um porta-voz da embaixada ucraniana em Pequim, em comunicado à Reuters.
O ministro das Relações Exteriores da Rússia, Sergei Lavrov, sugeriu na quinta-feira (30) que a China poderia organizar uma conferência de paz na qual a Rússia e a Ucrânia participassem.
Durante uma visita à China este mês, o presidente russo, Vladimir Putin, disse que a Ucrânia pode usar as conversações suíças para tentar conseguir que um grupo mais amplo de países apoie a exigência do presidente ucraniano, Volodymyr Zelenskiy, de uma retirada total da Rússia.
Putin também expressou apoio ao plano da China para uma solução pacífica da crise, dizendo que Pequim tinha plena compreensão do que estava por trás da crise.
O Ministério dos Negócios Estrangeiros suíço disse ter notado que as condições para a participação da China ainda não foram cumpridas, especialmente porque a Rússia “atualmente não está envolvida” na conferência de paz.
“Para a Suíça, o envolvimento da Rússia no processo de paz também é essencial. O (ministério) está a trabalhar activamente para envolver a Rússia no processo de paz”, acrescentou.
O ministério suíço, que já sublinhou o seu desejo de envolver a Rússia no processo de paz, disse que mais de 80 países confirmaram a participação na conferência.
A Rússia e a China proclamaram uma relação “sem limites” poucos dias antes de Moscou lançar a invasão da Ucrânia em fevereiro de 2022, mas Pequim até agora evitou fornecer armas e munições para o esforço de guerra da Rússia.
Pequim apresentou um documento de 12 pontos há mais de um ano que estabelecia princípios gerais para acabar com a guerra, mas não entrava em detalhes.
A China e o Brasil assinaram na semana passada uma declaração conjunta pedindo negociações de paz entre a Rússia e a Ucrânia.
A Ucrânia convidou em janeiro o presidente chinês Xi Jinping para participar na reunião de líderes mundiais na Suíça. Zelenskiy pediu, esta semana, para o presidente dos EUA, Joe Biden, comparecer, mas Washington não confirmou quem enviará.
O embaixador da China na Suíça disse em março que Pequim consideraria participar da conferência. Representantes chineses participaram em uma reunião preparatória para a reunião no verão passado em Jeddah, na Arábia Saudita.
O enviado especial da China para os assuntos da Eurásia, Li Hui, realizou três rondas de diplomacia entre vários países europeus e do Oriente Médio, a Ucrânia e a Rússia desde o início da invasão.
Na última ronda deste mês, Pequim apresentou propostas para apoiar o intercâmbio de prisioneiros de guerra, opor-se à utilização de armas nucleares e biológicas e opor-se a ataques armados a instalações nucleares civis, de acordo com uma leitura do Ministério dos Negócios Estrangeiros chinês.
Mas vários líderes europeus e os Estados Unidos pediram repetidamente a China a fazer mais para reduzir as exportações de produtos de dupla utilização e componentes críticos que sustentam a base de defesa industrial da Rússia, que o secretário de Estado dos EUA, Antony Blinken, chamou de “a maior ameaça à segurança europeia desde o fim da Guerra Fria”.
A China insiste que as suas exportações de produtos de dupla utilização estão sujeitas a supervisão e que mantém relações comerciais normais com a Rússia.
A embaixada russa não respondeu imediatamente aos pedidos de comentários.
A Suíça tem procurado persuadir mais países do sul Global, bem como a China, a participar na conferência."," China , Rússia , Rússia x Ucrânia , Suíça , Ucrânia ",https://www.cnnbrasil.com.br/internacional/china-diz-que-nao-participara-da-conferencia-de-paz-na-suica-sobre-ucrania/
 Luta entre Mike Tyson e Jake Paul é adiada; saiba motivo , 31/05/2024 às 22:05 ,Matheus Muratorida Itatiaia,"A Most Valuable Promotions (MVP), empresa de Jake Paul, comunicou nesta sexta-feira (31) o adiamento da luta do youtuber com o ex-pugilista Mike Tyson. O embate seria realizado em 20 de julho, no AT&T Stadium, em Arlington, Texas.
Segundo o comunicado, uma crise de úlcera em Tyson, no último domingo (26), motivou o adiamento. A MVP afirmou que uma nova data do evento será divulgada na próxima sexta-feira (7).
“Durante uma consulta de seguimento na quinta-feira com profissionais médicos sobre sua recente crise de úlcera, a recomendação foi para Mike Tyson fazer treinamento de mínimo a leve nas próximas semanas e aí retornar ao treinamento completo sem limitações”, diz a MVP.

 Leia Mais 
Ao seu estilo, Mike Tyson agradeceu o apoio que recebeu desde o problema de saúde. O ex-boxeador também aproveitou a oportunidade para cutucar Jake Paul e manteve o acordo para a luta.
“Quero agradecer meus fãs ao redor do mundo por seu apoio e compreensão neste momento. Infelizmente, devido à minha crise de úlcera, fui aconselhado pelo meu médico a diminuir meu treinamento por algumas semanas para descansar e me recuperar”, escreveu.
“Jake Paul, isso pode ter te dado mais algum tempo, mas no final você ainda vai ser nocauteado e vai sair do boxe de vez”, completou.
O adversário de Tyson, por outro lado, não deixou a provocação passar batido.
“Eu apoio completamente o adiamento do evento para que Mike Tyson não tenha desculpas na noite da luta. Meus fãs sabem que não quero enfrentar Iron Mike a não ser que ele esteja na sua melhor forma, mas não se enganem – quando ele entrar no ringue comigo, vou estar pronto para buscar a vitória com um nocaute sensacional”, afirmou.
Mike Tyson, o “Iron Mike”, é tido como um dos maiores pugilistas da história. O ex-atleta, de 57 anos, lutou profissionalmente de 1986 a 2005 e teve em 2020 o último evento de exibição.
Jake Paul, por outro lado, tem 27 anos e começou no boxe em 2018, quando começou a conciliar as lutas de exibição com o trabalho nas redes sociais. Desde que iniciou a carreira como lutador, Paul perdeu uma vez e venceu nove.
Este conteúdo foi criado originalmente em Itatiaia.
versão original"," Boxe , CNN Esportes , Jake Paul , Mike Tyson , outros esportes ",https://www.cnnbrasil.com.br/esportes/outros-esportes/luta-entre-mike-tyson-e-jake-paul-e-adiada-saiba-motivo/
Análise: caso Trump mergulha EUA no caos político e jurídico, 31/05/2024 às 22:01 | Atualizado 31/05/2024 às 22:26 ,,"A condenação de Donald Trump fez os Estados Unidos mergulharem em um cenário de grandes incertezas políticas e jurídicas.
Politicamente, a grande dúvida é se o ex-presidente se fortalece ou se prejudica para a disputa eleitoral com Joe Biden. Outra dúvida é como se comportarão os seis estados-chave que deram a vitória a Trump em 2016 e a Biden em 2020.
Ainda não dá para saber.
 Leia Mais: 
Juridicamente, o ineditismo da situação abre um vasto campo para questionamentos sem nenhum precedente na história para apontar uma resposta clara.
Se for eleito, ele pode se autoindultar? Se vencer a eleição, ele poderia governar da cadeia?
Os processos continuarão a correr contra ele mesmo estando no cargo de presidente?
Ninguém sabe ainda.
          Caio Junqueira: Caso Trump mergulha EUA no caos político e jurídico | WW       ",,https://www.cnnbrasil.com.br/blogs/caio-junqueira/internacional/analise-caso-trump-mergulha-eua-no-caos-politico-e-juridico/
" “Para Vini Jr. confirmar a bola de ouro, precisa ser campeão”, avalia Roberto Carlos ", 31/05/2024 às 21:51 ,"Ana Luiza Pereira, Nathália Fiuzada Itatiaia","Campeão do Mundo com a Seleção Brasileira em 2002, o ex-jogador Roberto Carlos está em Londres, na Inglaterra, para acompanhar a final da Champions League entre Borussia Dortmund e Real Madrid. Em entrevista à Itatiaia, o ex-lateral falou sobre suas expectativas para a partida e indicou o que Vinicius Júnior deve fazer para faturar a tão sonhada Bola de Ouro.
“Para confirmar a bola de ouro tem que ser campeão, então acho bom e importante que ele (Vini Jr.) faça um grande jogo. O que ele fez contra o Liverpool, jogar bem, fazer o gol da vitória, ajudar o time e isso vai ajudar muito ele a ganhar esse troféu importante”, avaliou Roberto Carlos.

 Leia Mais 
Atacante do Real Madrid e uma das maiores promessas do futebol brasileiro, Vini Jr. vive a expectativa de ser o próximo brasileiro a receber o tão cobiçado prêmio entregue pela revista francesa France Football. O último jogador a alcançar tal feito foi Kaká, em 2007.
Romário, em 1994, Ronaldo Fenômeno, em 1996, 1997 e 2002, Rivaldo, em 1999, e Ronaldinho Gaúcho, em 2005, completam a lista de atletas brasileiros que receberam o troféu.
Além de ser um dos maiores nomes da história da Seleção Brasileira, Roberto Carlos também construiu uma bela história no Real Madrid.
Reconhecido pelas três Liga dos Campeões, três Supercopas da Espanha e quatro títulos da LALIGA conquistados com o clube merengue, o ex-lateral-esquerdo participou de um Jogo das Estrelas realizado nesta sexta-feira (31), na capital inglesa, onde também fez as suas projeções para a final da Champions League.
“As expectativas são as melhores possíveis. Que o Real Madrid consiga fazer um grande jogo, que o Borussia fez por merecer estar na final. O Real Madrid tem mais história? Sim. Mas vai jogar contra um grande clube.”, opinou o pentacampeão.
Borussia Dortmund-ALE e Real Madrid-ESP se enfrentam neste sábado (1º), na decisão da Champions League 2023/24. A bola rola às 16h (de Brasília) no estádio Wembley, em Londres.
Por um lado, a equipe espanhola chega à 18ª decisão e vai em busca do 15º título; e por outro, os alemães estão na 3º final de Champions e querem o bicampeonato da competição. A última final do Real foi em 2021/22 e terminou com título, enquanto o Borussia jogou a decisão pela última vez em 2012/13 e foi vice-campeão.

Este conteúdo foi criado originalmente em Itatiaia.
versão original"," Champions League , CNN Esportes , Futebol internacional , Real Madrid , Vinicius Junior ",https://www.cnnbrasil.com.br/esportes/futebol/futebol-internacional/champions-league/para-vini-jr-confirmar-a-bola-de-ouro-precisa-ser-campeao-avalia-roberto-carlos/
 Atriz de “Renascer” sofre transfobia por celebrar 1º xixi após cirurgia , 31/05/2024 às 21:35 | Atualizado 01/06/2024 às 20:24 ,Pedro N. Jordãoda CNN,"A atriz que interpreta a personagem Maitê na novela “Renascer”, Gabriela Loran, 30, sofreu ataques de transfobia nas redes sociais nesta semana por celebrar o primeiro xixi que fez após passar por uma cirurgia de redesignação sexual. Ela expôs a situação e recebeu apoio de artistas como Pabllo Vittar, 30, Liniker, 28, e Preta Gil, 49.
Entre as diversas mensagens discriminatórias, Gabriela leu conteúdos que diziam que ela não era mulher, que falavam de Deus e sobre a impossibilidade de ela engravidar.
 
A atriz realizou a cirurgia íntima em janeiro deste ano e vem compartilhando nas redes sociais os processos que vem vivendo pela primeira vez. “Estou indo para o quarto mês de pós-operatório. São quatro meses vivendo um processo lindo de renascimento!”
No procedimento médico, o órgão sexual é redimensionado, com a construção de um canal vaginal e clitóris. Gabriela publicou um vídeo no qual aparece sentada numa privada enquanto faz xixi pela primeira vez na nova condição física. “É algo indescritível. Processo lindo e emocionante que vivi”, escreveu.
A publicação também conta com outros vídeos de depoimento em que ela fala sobre a emoção do primeiro xixi: “Que loucura. Não doeu nada. Que felicidade. Jesus! Meu Deus. Parece que eu estou voltando para casa. Parece que eu sempre fui assim”.
Após os ataques transfóbicos nos comentários, Gabriela recebeu apoio de Liniker, que escreveu que a amava. “Quanta gente babaca”, escreveu Pabllo Vittar.
Preta Gil foi mais uma celebridade que defendeu a atriz: “Meu bem, você é linda, e eles são horrendos. Siga brilhando. Estou com você e não abro”.
Uma publicação compartilhada por GABRIELA LORAN (@gabrielaloran)

Gabriela Loran também se posicionou contra os ataques discriminatórios sofridos, argumentando que só tem amor e honestidade para oferecer. “Vocês jamais me verão atacando quaisquer tipo de pessoa. A vida é um sopro e, sem dúvida, prefiro investir meu tempo no que me eleva o espírito”.
“Nada disso me afeta. Sabe por quê? Porque eu sei quem eu sou. E, sem dúvida, se vim a esse mundo foi para educar de forma didática e usar minha existência para levar conhecimento. Muitas morreram para que eu estive aqui, então, sinceramente, eu abraço todo esse legado e uso a minha voz”, declarou.
Na novela “Renascer”, a personagem de Gabriela, Maitê, é uma amiga da personagem Buba, interpretada pela atriz Gabriela Medeiros."," #CNNPop , Renascer ",https://www.cnnbrasil.com.br/entretenimento/atriz-de-renascer-sofre-transfobia-por-celebrar-1o-xixi-apos-cirurgia/
 Virginia entrega doações após pedir leite em pó no lugar de presente para filha , 31/05/2024 às 21:33 | Atualizado 01/06/2024 às 14:33 ,Fernanda Pereira Nevesda CNN,"Virginia Fonseca, 25, arrecadou 220 kg de leite em pó na festa de 3 anos de sua filha mais velha, Maria Alice. A influenciadora havia pedido que os convidados trocassem os tradicionais presentes por doações na festa que aconteceu em Goiânia na quinta-feira (30).
O alimento arrecadado foi entregue nesta sexta-feira (31) ao projeto Levando Amor. “Vai nos ajudar muito”, disse uma representante da organização nos stories de Virginia. Antes da festa, a influenciadora mandou aviso aos convidados para que não chegassem com apenas um saco de leite em pó, pois todos eles têm condições para doar mais.
 Leia mais 
O aniversário teve show de Leo Santana e o tema “Super Maria Alice” — inspirado em super-heroínas. Maria Alice foi vestida de Batgirl e sua irmã, Maria Flor, 1, de Mulher Maravilha. “O tema foi Maria Alice que escolheu, o look foi ela que escolheu, só pra vocês terem uma ideia! Tenho uma adolescente de três anos em casa”, disse Virginia.
A influenciadora homenageou a filha antes da festa: “Quando eu descobri que viria a MARIA ALICE, tudo mudou, ela desde sempre me trouxe PAZ, por mais que ela seja como eu, ligada no 220, perto dela eu me sinto em paz, me sinto feliz, me sinto REALIZADA!!”, afirmou em suas redes sociais."," #CNNPop , doação , Virginia Fonseca , Zé Felipe ",https://www.cnnbrasil.com.br/entretenimento/virginia-entrega-doacoes-apos-pedir-leite-em-po-no-lugar-de-presente-para-filha/
